date,dstip,srcport,dstport,srcip,td,pkt,byt
2016-04-06 17:16:32,719036242,57972,8000,2968793991,299.944,6,504
2016-04-06 17:16:32,719036242,57973,8000,2968793991,299.944,6,504
2016-04-06 17:16:32,719036242,57974,8000,2968793991,299.944,6,504
2016-04-06 17:16:32,719035635,50603,22001,1160449115,301.824,32,1792
2016-04-06 17:16:32,719035635,54691,40003,3642343491,301.672,32,1792
2016-04-06 17:16:32,1202982737,64105,60592,719036116,300.556,146,20292
2016-04-06 17:16:32,719036116,57520,64105,3544115111,303.456,61,8442
2016-04-06 17:16:32,719035635,55272,22011,3634312540,302.42,32,1792
2016-04-06 17:16:32,637339545,0,0,719034665,300.336,22,836
2016-04-06 17:16:32,719035635,58266,22001,3564567202,301.252,32,1792
2016-04-06 17:16:32,719035137,52986,1723,1053584650,300.22,12,576
2016-04-06 17:16:32,719034665,0,0,637339545,300.216,11,528
2016-04-06 17:16:32,719035635,50256,40003,618839282,301.196,32,1792
2016-04-06 17:16:32,719035635,36447,22001,2236963474,301.184,32,1792
2016-04-06 17:16:32,719036116,43000,64105,1039525680,300.148,133,18138
2016-04-06 17:16:32,719035635,42468,22011,3496697850,306.124,32,1792
2016-04-06 17:16:32,719035635,47958,40003,1922681294,302.084,32,1792
2016-04-06 17:16:32,719036342,43712,1723,707248946,300.068,12,720
2016-04-06 17:16:32,707248946,1723,43712,719036342,300.064,6,432
2016-04-06 17:16:33,3144065327,62812,443,719034713,299.992,13,1222
2016-04-06 17:16:33,719035635,60457,40004,3748719702,304.836,32,1792
2016-04-06 17:16:33,719035635,38851,22001,3746996569,301.78,32,1792
2016-04-06 17:16:33,719035635,36441,22001,3634312540,301.768,32,1792
2016-04-06 17:16:33,719035655,49277,443,2201700308,304.676,7,389
2016-04-06 17:16:33,719035655,49272,443,2201700308,304.672,7,389
2016-04-06 17:16:33,3117530817,35893,443,719036341,302.3640000000001,9,468
2016-04-06 17:16:33,4028574583,10055,443,719034713,305.3520000000001,33,4618
2016-04-06 17:16:33,719036341,443,35893,3117530817,302.3,9,468
2016-04-06 17:16:33,719035635,48084,22001,2842518977,301.284,32,1792
2016-04-06 17:16:33,719035635,28525,22001,1159427324,301.244,32,1792
2016-04-06 17:16:33,719035635,49631,22011,3564567202,302.2,32,1792
2016-04-06 17:16:33,719035635,53554,22001,3390646354,301.18,32,1792
2016-04-06 17:16:33,719035635,48790,22001,1712432808,301.14,32,1792
2016-04-06 17:16:33,719036229,53,32776,2403862665,242.104,20,2660
2016-04-06 17:16:33,719034713,443,10055,4028574583,305.092,33,6331
2016-04-06 17:16:33,719035635,54517,22001,3593447951,302.056,32,1792
2016-04-06 17:16:33,719035635,55402,22001,3742229193,302.0440000000001,32,1792
2016-04-06 17:16:33,719035635,55712,40003,1335903327,304.028,44,2696
2016-04-06 17:16:33,719035672,32768,51215,2206875872,300.004,65,8066
2016-04-06 17:16:34,719035635,58159,22011,2782107209,302.0,32,1792
2016-04-06 17:16:34,719035635,28245,22001,3564565950,301.988,32,1792
2016-04-06 17:16:34,400792032,34284,5678,719036341,299.988,6,1068
2016-04-06 17:16:34,719035635,34009,22001,3634312646,301.664,32,1792
2016-04-06 17:16:34,719035635,40729,22011,624993442,302.66,32,1792
2016-04-06 17:16:34,719035635,52530,22011,3575760785,302.656,32,1792
2016-04-06 17:16:34,719036245,5228,53310,3222673500,301.592,11,935
2016-04-06 17:16:34,719035635,53287,22011,618812349,302.536,32,1792
2016-04-06 17:16:34,719035635,34704,22001,3680961037,302.348,33,1852
2016-04-06 17:16:34,719035635,52672,22011,3391660713,304.2920000000001,34,1916
2016-04-06 17:16:34,719035635,57504,22002,3626934396,303.212,74,3976
2016-04-06 17:16:34,719035635,52674,22001,3542552955,301.176,32,1792
2016-04-06 17:16:34,719036245,443,46293,732180913,304.168,62,9968
2016-04-06 17:16:34,719035635,57421,22011,3680961037,303.04,32,1792
2016-04-06 17:16:34,719035195,0,0,3496494310,300.04,11,352
2016-04-06 17:16:35,719035635,28553,22001,2659247591,304.932,31,1740
2016-04-06 17:16:35,719035635,38610,22001,3593447951,301.896,32,1792
2016-04-06 17:16:35,719035635,60662,22011,1340999654,302.576,32,1792
2016-04-06 17:16:35,719035195,49173,1723,1285796482,300.276,12,576
2016-04-06 17:16:35,718139228,443,60586,719034665,304.188,14,4916
2016-04-06 17:16:35,719035635,44948,22001,3626590834,301.136,32,1792
2016-04-06 17:16:35,719036341,161,51109,2966354168,301.128,361,26708
2016-04-06 17:16:35,2966354168,51109,161,719036341,301.128,361,26708
2016-04-06 17:16:35,1106726266,50841,443,719036341,300.064,12,1182
2016-04-06 17:16:35,719036342,57283,1723,2768913444,285.028,15,600
2016-04-06 17:16:35,2768913444,1723,57283,719036342,285.028,15,780
2016-04-06 17:16:35,719035635,42693,22011,3383531721,302.02,32,1792
2016-04-06 17:16:35,719035635,45466,22011,3572524080,302.016,32,1792
2016-04-06 17:16:36,719035635,46394,22011,3626590834,301.948,32,1792
2016-04-06 17:16:36,719035635,55957,22001,3383572175,301.9240000000001,32,1792
2016-04-06 17:16:36,719035635,39079,22011,3681201828,302.688,32,1792
2016-04-06 17:16:36,719035635,43279,22011,1137623134,302.568,32,1792
2016-04-06 17:16:36,958989754,55277,21,719034713,300.436,12,516
2016-04-06 17:16:36,958989754,55278,21,719034713,300.432,28,1244
2016-04-06 17:16:36,719035635,37242,22001,2653057583,301.42,32,1792
2016-04-06 17:16:36,633356866,49612,40026,719034713,300.392,39,7208
2016-04-06 17:16:36,958989754,60821,22,719036341,301.308,11,584
2016-04-06 17:16:36,719035635,59960,22001,3564110548,301.26,32,1792
2016-04-06 17:16:36,719034665,57858,443,1247675873,304.216,11,440
2016-04-06 17:16:36,1247675873,443,57858,719034665,304.208,11,4334
2016-04-06 17:16:36,719036106,49211,443,630232857,304.204,11,440
2016-04-06 17:16:36,630232857,443,51651,719036106,304.192,11,4334
2016-04-06 17:16:36,630232857,443,49211,719036106,304.188,11,4334
2016-04-06 17:16:36,719034665,57410,1723,637339545,300.172,12,720
2016-04-06 17:16:36,2246140953,443,51645,719034683,260.16,61,15987
2016-04-06 17:16:36,637339545,1723,57410,719034665,300.148,6,432
2016-04-06 17:16:36,719036106,51651,443,630232857,304.132,11,440
2016-04-06 17:16:36,719035635,34234,22001,3736129833,301.1,32,1792
2016-04-06 17:16:36,719035635,33579,22001,2842497832,301.096,32,1792
2016-04-06 17:16:36,719035635,47159,22001,3510592743,301.088,32,1792
2016-04-06 17:16:36,719034683,51645,443,2246140953,260.032,32,9867
2016-04-06 17:16:36,719035635,52414,22001,1059904110,301.02,32,1792
2016-04-06 17:16:37,719036341,0,0,3496940448,300.0,11,352
2016-04-06 17:16:37,719036341,0,0,621265703,300.0,11,352
2016-04-06 17:16:37,3496940448,0,2048,719036341,300.0,11,352
2016-04-06 17:16:37,621265703,0,2048,719036341,300.0,11,352
2016-04-06 17:16:37,719036250,443,55428,3117530817,300.784,9,468
2016-04-06 17:16:37,719035635,32852,22011,3382866443,302.56,32,1792
2016-04-06 17:16:37,719035661,3231,49153,3626732371,296.416,83,4544
2016-04-06 17:16:37,719035249,46305,449,3606171246,300.336,170,27972
2016-04-06 17:16:37,719035631,443,41325,3177424724,301.3,11,572
2016-04-06 17:16:37,719035635,36331,40003,3627788584,301.236,32,1792
2016-04-06 17:16:37,719036245,443,26949,1009621082,301.176,17,1070
2016-04-06 17:16:37,719035635,41953,22001,2842518977,301.172,32,1792
2016-04-06 17:16:37,719034715,39471,5068,2961271300,300.148,12,3954
2016-04-06 17:16:37,719035635,47016,22001,2236963576,301.124,32,1792
2016-04-06 17:16:37,2961271300,5068,39471,719034715,300.124,6,2842
2016-04-06 17:16:37,719035635,45549,22001,3572507097,301.06,32,1792
2016-04-06 17:16:37,719035635,50775,22011,2236963576,302.036,32,1792
2016-04-06 17:16:37,719035635,36275,22011,2236963576,302.032,32,1792
2016-04-06 17:16:37,719035635,42251,22001,3626827897,285.012,30,1680
2016-04-06 17:16:37,719035154,0,2048,2777010863,301.004,22,704
2016-04-06 17:16:38,719036242,44914,8000,3652216552,299.996,6,504
2016-04-06 17:16:38,719036242,44913,8000,3652216552,299.996,6,504
2016-04-06 17:16:38,719036242,44912,8000,3652216552,299.996,6,504
2016-04-06 17:16:38,719036242,44922,8000,3652216552,299.996,6,504
2016-04-06 17:16:38,719035167,0,2048,2777010863,300.992,22,704
2016-04-06 17:16:38,719035062,53290,143,3391674171,303.992,81,6367
2016-04-06 17:16:38,719036242,44909,8000,3652216552,299.992,6,504
2016-04-06 17:16:38,719036242,44908,8000,3652216552,299.992,6,504
2016-04-06 17:16:38,719036341,0,0,3383641220,299.992,11,352
2016-04-06 17:16:38,719035155,0,2048,2777010863,299.992,11,352
2016-04-06 17:16:38,3383641220,0,2048,719036341,299.992,11,352
2016-04-06 17:16:38,719035158,0,2048,2777010863,299.988,11,352
2016-04-06 17:16:38,719036242,44907,8000,3652216552,299.9840000000001,6,504
2016-04-06 17:16:38,3506382666,0,2048,719036341,300.9840000000001,22,704
2016-04-06 17:16:38,719036341,0,0,3496494310,299.9840000000001,11,352
2016-04-06 17:16:38,3496494310,0,2048,719036341,299.9840000000001,11,352
2016-04-06 17:16:38,719035635,39070,40003,1160756348,301.952,32,1792
2016-04-06 17:16:38,719036242,44919,8000,3652216552,299.936,6,504
2016-04-06 17:16:38,1245367025,64105,63300,719036116,299.932,142,19932
2016-04-06 17:16:38,719036242,44915,8000,3652216552,299.932,6,504
2016-04-06 17:16:38,719035635,33905,22001,1137626096,301.932,32,1792
2016-04-06 17:16:38,1061206048,49210,4070,719036341,299.9240000000001,11,647
2016-04-06 17:16:38,719035635,60171,22001,1137626096,301.916,32,1792
2016-04-06 17:16:38,719036341,4070,49210,1061206048,299.832,7,538
2016-04-06 17:16:38,3391674171,143,53290,719035062,303.82,110,100539
2016-04-06 17:16:38,719035635,40003,22011,3575761617,302.684,32,1792
2016-04-06 17:16:38,719035635,55542,22001,618812349,301.632,32,1792
2016-04-06 17:16:38,719035635,40681,22011,3543534537,302.6040000000001,32,1792
2016-04-06 17:16:38,719035635,44067,22011,2958053950,302.564,32,1792
2016-04-06 17:16:38,1162771884,80,27283,719035631,291.404,30,1560
2016-04-06 17:16:38,719035635,42886,22001,3561938577,302.28,33,1852
2016-04-06 17:16:38,719035635,48382,22001,3626827897,285.256,30,1680
2016-04-06 17:16:38,719035635,44383,22011,2236963474,302.252,32,1792
2016-04-06 17:16:38,2037029777,54059,443,719036341,300.212,18,11838
2016-04-06 17:16:38,719034823,56973,1723,1050840638,300.212,12,720
2016-04-06 17:16:38,719035635,32774,22011,2236963474,302.192,32,1792
2016-04-06 17:16:38,719035635,46109,40003,3627784520,301.188,32,1792
2016-04-06 17:16:38,1050840638,1723,56973,719034823,300.18,6,432
2016-04-06 17:16:38,719035635,44543,22001,2842648661,301.16,32,1792
2016-04-06 17:16:38,1061206139,62842,4070,719034713,300.156,9,393
2016-04-06 17:16:38,719035635,60734,22002,3515300958,300.152,26,1070
2016-04-06 17:16:38,719035635,55408,40003,1335903327,301.136,32,1792
2016-04-06 17:16:38,719035635,43207,22001,3383134332,285.128,30,1680
2016-04-06 17:16:38,719035635,34439,40003,2821316043,302.1,32,1792
2016-04-06 17:16:38,719035635,45242,22001,3564567202,301.052,32,1792
2016-04-06 17:16:38,719036341,0,0,3509606405,300.004,11,352
2016-04-06 17:16:38,719035218,0,2048,2777010863,300.004,11,352
2016-04-06 17:16:39,3509606405,0,2048,719036341,300.0,11,352
2016-04-06 17:16:39,719035635,35536,22001,3746996569,302.0,32,1792
2016-04-06 17:16:39,3383165339,0,2048,719036341,300.0,11,352
2016-04-06 17:16:39,719036341,0,0,3383165339,300.0,11,352
2016-04-06 17:16:39,719035156,0,2048,2777010863,299.992,11,352
2016-04-06 17:16:39,719035153,0,2048,2777010863,300.988,22,704
2016-04-06 17:16:39,1050850509,55989,80,719036252,311.944,4228,220144
2016-04-06 17:16:39,719035635,46797,40003,3626289598,301.94,32,1792
2016-04-06 17:16:39,719034713,4070,62842,1061206139,299.876,6,306
2016-04-06 17:16:39,719035635,33796,22001,1340892490,301.856,32,1792
2016-04-06 17:16:39,719035635,45568,22001,1137623134,301.824,32,1792
2016-04-06 17:16:39,719035635,43151,22011,3593447951,302.78,32,1792
2016-04-06 17:16:39,719035635,41799,22011,3593447951,302.768,32,1792
2016-04-06 17:16:39,719035635,46641,22011,3543534537,302.592,32,1792
2016-04-06 17:16:39,719035635,37175,22011,3383361396,302.556,32,1792
2016-04-06 17:16:39,719036357,161,58498,3493870167,300.336,1232,96312
2016-04-06 17:16:39,3177424723,33230,443,719034999,300.288,25,19552
2016-04-06 17:16:39,719035635,36307,22001,2236963474,301.284,32,1792
2016-04-06 17:16:39,719035635,41755,22001,1718638843,301.236,32,1792
2016-04-06 17:16:39,719035635,41584,22001,3564129267,301.188,32,1792
2016-04-06 17:16:39,719035635,57482,22011,3564553392,302.144,32,1792
2016-04-06 17:16:39,719034741,53625,35617,3383628244,300.108,62,7564
2016-04-06 17:16:39,719035635,39200,22001,3748704652,301.1,32,1792
2016-04-06 17:16:39,719035635,49444,22001,3572524282,301.092,32,1792
2016-04-06 17:16:39,719035635,46897,22001,3564110645,301.068,32,1792
2016-04-06 17:16:39,3383628244,35617,53625,719034741,300.06,45,5290
2016-04-06 17:16:39,719035635,28555,22011,2659247591,286.024,33,1864
2016-04-06 17:16:40,719035635,47853,22001,3542367597,301.992,32,1792
2016-04-06 17:16:40,3177424725,35863,443,719034999,299.9840000000001,34,31036
2016-04-06 17:16:40,719034999,443,35863,3177424725,299.9840000000001,26,1679
2016-04-06 17:16:40,719035635,53875,22011,3383134332,285.972,30,1680
2016-04-06 17:16:40,719035635,51534,40003,3627784520,300.88,32,1792
2016-04-06 17:16:40,719035659,64104,443,3626732371,299.796,8,320
2016-04-06 17:16:40,719035635,36274,22011,3542421158,302.596,32,1792
2016-04-06 17:16:40,719035635,37393,40003,3564536693,301.436,32,1792
2016-04-06 17:16:40,719035635,59812,22011,1160449115,302.388,32,1792
2016-04-06 17:16:40,1023473346,53,53,719034631,303.356,57,4659
2016-04-06 17:16:40,3680806824,443,50933,719034665,243.352,15,4374
2016-04-06 17:16:40,719035635,49615,22011,3564322796,302.34,32,1792
2016-04-06 17:16:40,3579785533,443,52237,719034665,304.34,453,159700
2016-04-06 17:16:40,719035635,51762,22011,1158494299,303.288,32,1792
2016-04-06 17:16:40,719034999,443,33230,3177424723,300.288,21,1532
2016-04-06 17:16:40,719036084,0,778,1730456184,300.276,6,528
2016-04-06 17:16:40,719035635,42463,22001,2236949599,301.268,32,1792
2016-04-06 17:16:40,719036254,443,55173,1061206084,301.14,102,118375
2016-04-06 17:16:40,719035635,52208,22001,3379690934,301.14,32,1792
2016-04-06 17:16:40,719034665,50933,443,3680806824,266.128,16,836
2016-04-06 17:16:40,719035677,59119,443,624992581,300.128,6,312
2016-04-06 17:16:40,719036381,0,0,719036342,300.112,55,3300
2016-04-06 17:16:40,719035635,46018,22011,3542552955,302.112,32,1792
2016-04-06 17:16:40,719035635,33296,22011,1059904110,302.096,32,1792
2016-04-06 17:16:40,719035635,53187,22011,3634326504,302.084,32,1792
2016-04-06 17:16:40,719035635,47211,22011,2842648661,302.08,32,1792
2016-04-06 17:16:40,719035635,47967,22011,1712432808,302.068,32,1792
2016-04-06 17:16:40,719035635,38091,22001,2958053950,302.028,32,1792
2016-04-06 17:16:40,719035635,44617,22001,3510592786,302.008,32,1792
2016-04-06 17:16:41,719035870,0,0,3627900764,299.988,21,588
2016-04-06 17:16:41,719035635,50962,22011,3626827897,285.972,31,1744
2016-04-06 17:16:41,1084428148,64105,62596,719036116,298.908,146,20308
2016-04-06 17:16:41,719035635,58180,22001,2653058241,301.88,34,1912
2016-04-06 17:16:41,719035635,42068,22001,3510592786,301.868,32,1792
2016-04-06 17:16:41,719035635,57808,22011,3510193651,302.848,32,1792
2016-04-06 17:16:41,719035635,56882,22011,1137623326,302.808,32,1792
2016-04-06 17:16:41,719034713,443,43037,3117538695,300.8,9,468
2016-04-06 17:16:41,3117538695,43037,443,719034713,300.7920000000001,9,468
2016-04-06 17:16:41,719035635,41206,22011,3626827897,285.752,30,1680
2016-04-06 17:16:41,719035635,34206,22011,714304114,302.72,32,1792
2016-04-06 17:16:41,719035635,46380,22011,3681201828,302.636,32,1792
2016-04-06 17:16:41,719035635,37996,22001,3391863279,304.528,34,1916
2016-04-06 17:16:41,719035635,28337,22011,3564565950,302.452,32,1792
2016-04-06 17:16:41,719035635,38398,40003,618839282,301.236,32,1792
2016-04-06 17:16:41,719035635,41001,22001,2236949599,301.188,32,1792
2016-04-06 17:16:41,719035635,51968,22001,3626590834,301.18,32,1792
2016-04-06 17:16:41,719035635,39061,22001,3543532992,301.092,32,1792
2016-04-06 17:16:41,719035635,39607,22001,2659247453,285.076,30,1680
2016-04-06 17:16:41,719035635,40697,22011,1712432808,302.028,32,1792
2016-04-06 17:16:41,719036341,0,0,637342525,300.008,11,352
2016-04-06 17:16:41,3496862548,0,2048,719036341,300.004,11,352
2016-04-06 17:16:41,637342525,0,2048,719036341,300.004,11,352
2016-04-06 17:16:41,719036341,0,0,3496862548,300.004,11,352
2016-04-06 17:16:42,613807286,443,64960,719034862,299.996,7,715
2016-04-06 17:16:42,719035635,28526,22011,1159427324,301.988,32,1792
2016-04-06 17:16:42,719035656,49175,443,2206886731,299.976,901,88698
2016-04-06 17:16:42,719035635,33862,40003,3746913901,301.844,32,1792
2016-04-06 17:16:42,3748815469,64105,62408,719036116,299.672,132,18952
2016-04-06 17:16:42,719035635,59714,40003,1160756348,301.648,32,1792
2016-04-06 17:16:42,719035635,37699,22011,3561790696,302.628,32,1792
2016-04-06 17:16:42,719035635,37728,22011,3383718510,302.616,32,1792
2016-04-06 17:16:42,719034862,64960,443,613807286,299.592,7,280
2016-04-06 17:16:42,719036342,443,63681,1158321924,300.552,32,1776
2016-04-06 17:16:42,719036242,44906,8000,3652216552,300.532,31,2604
2016-04-06 17:16:42,1158321924,63681,443,719036342,300.468,16,1200
2016-04-06 17:16:42,2821252929,64522,161,719036249,310.3640000000001,1280,108653
2016-04-06 17:16:42,1113439164,443,49316,719034665,303.36,550,172357
2016-04-06 17:16:42,719034665,49316,443,1113439164,303.348,482,44221
2016-04-06 17:16:42,719035635,47280,22001,3390703813,301.312,32,1792
2016-04-06 17:16:42,719035635,42052,22001,1335901279,301.268,32,1792
2016-04-06 17:16:42,719035195,36119,1723,3509606405,300.228,12,720
2016-04-06 17:16:42,719035672,56125,51215,3544136942,298.14,46,5356
2016-04-06 17:16:42,719035635,54215,22001,3543534537,302.132,32,1792
2016-04-06 17:16:42,719034793,38895,1723,3493954493,300.128,12,720
2016-04-06 17:16:42,719036116,1028,64105,613756468,297.128,53,6026
2016-04-06 17:16:42,719035677,58283,443,624992581,300.128,6,312
2016-04-06 17:16:42,719035635,36326,22001,714304114,302.12,32,1792
2016-04-06 17:16:42,719035195,36086,1723,1040959217,300.112,12,720
2016-04-06 17:16:42,3222673549,49901,5222,719034713,300.1040000000001,12,1063
2016-04-06 17:16:42,719034713,5222,49901,3222673549,300.1,12,533
2016-04-06 17:16:42,3493954493,1723,38895,719034793,300.1,6,432
2016-04-06 17:16:42,719035635,59056,22001,3681179342,303.096,32,1792
2016-04-06 17:16:42,719035635,58855,22001,3742229193,302.032,32,1792
2016-04-06 17:16:42,719034741,1024,65401,3626271016,300.016,58,7956
2016-04-06 17:16:42,719035635,50987,22011,3572524282,302.012,32,1792
2016-04-06 17:16:42,719035635,39731,22001,624993442,302.008,32,1792
2016-04-06 17:16:42,3495600751,64105,54649,719036116,300.008,138,19540
2016-04-06 17:16:43,621217709,0,2048,719036341,300.0,11,352
2016-04-06 17:16:43,613762170,0,2048,719036341,300.0,11,352
2016-04-06 17:16:43,1059890323,1723,54509,719036342,299.992,6,360
2016-04-06 17:16:43,3496862671,51109,161,719036341,302.9840000000001,61,4553
2016-04-06 17:16:43,3493891253,51109,161,719036341,302.9840000000001,61,4506
2016-04-06 17:16:43,604303980,35840,80,719034741,300.968,22,1254
2016-04-06 17:16:43,719035635,52347,40003,3510383046,301.94,32,1792
2016-04-06 17:16:43,719035635,55711,22001,3681201828,301.9240000000001,32,1792
2016-04-06 17:16:43,719035635,38582,22001,3681201828,301.892,32,1792
2016-04-06 17:16:43,719035635,40033,40003,3626289598,301.892,32,1792
2016-04-06 17:16:43,719035659,64121,443,3626732371,299.836,6,240
2016-04-06 17:16:43,868159755,33673,2020,719035162,301.712,749,209403
2016-04-06 17:16:43,719035635,47557,22002,3747623400,303.688,67,3604
2016-04-06 17:16:43,3627912403,51109,161,719036341,304.66,140,10460
2016-04-06 17:16:43,719036116,63129,64105,2206874143,297.64,52,6008
2016-04-06 17:16:43,719035635,37599,22011,3681198919,302.628,32,1792
2016-04-06 17:16:43,719035635,41007,22011,3510592786,302.584,32,1792
2016-04-06 17:16:43,719035635,59133,22001,3564111265,301.504,32,1792
2016-04-06 17:16:43,719036116,51876,64105,3748860185,295.492,61,7258
2016-04-06 17:16:43,719035635,47896,22011,2958053950,302.436,32,1792
2016-04-06 17:16:43,719035635,57161,22001,3564322796,301.336,32,1792
2016-04-06 17:16:43,719035635,50827,22011,3634312646,302.332,32,1792
2016-04-06 17:16:43,719035635,42038,40003,3634320948,301.324,32,1792
2016-04-06 17:16:43,719035635,35146,22001,2236962687,301.312,32,1792
2016-04-06 17:16:43,719036226,0,2048,2529594624,302.296,6,384
2016-04-06 17:16:43,719035635,35582,22001,3542552955,301.252,32,1792
2016-04-06 17:16:43,719034786,54004,1723,621269268,300.172,12,720
2016-04-06 17:16:43,719036116,54986,64105,3529389115,300.164,49,5474
2016-04-06 17:16:43,719036116,59448,64105,3496523694,300.148,42,4116
2016-04-06 17:16:43,621269268,1723,54004,719034786,300.136,6,432
2016-04-06 17:16:43,621197414,64105,57039,719036116,300.136,147,20422
2016-04-06 17:16:43,719035635,39909,22011,3564110548,302.112,32,1792
2016-04-06 17:16:43,719035635,38024,22011,3383672815,302.108,32,1792
2016-04-06 17:16:43,719036342,54509,1723,1059890323,300.092,12,576
2016-04-06 17:16:43,3496523694,64105,59448,719036116,300.08,116,15848
2016-04-06 17:16:43,719035635,48497,22001,1718639395,301.052,32,1792
2016-04-06 17:16:43,3496531707,51109,161,719036341,303.032,108,8125
2016-04-06 17:16:43,3627442435,51109,161,719036341,303.016,61,4628
2016-04-06 17:16:43,3509835672,51109,161,719036341,303.016,59,4472
2016-04-06 17:16:43,719035635,53269,22001,3564553392,301.016,32,1792
2016-04-06 17:16:43,619070171,51109,161,719036341,303.016,61,4506
2016-04-06 17:16:43,719036242,33558,8000,3543553305,300.008,6,504
2016-04-06 17:16:43,719035635,44660,22001,3510382896,302.008,32,1792
2016-04-06 17:16:43,719036341,0,0,621217709,300.004,11,352
2016-04-06 17:16:43,719036242,33559,8000,3543553305,300.004,6,504
2016-04-06 17:16:44,3383165384,51109,161,719036341,303.0,61,4506
2016-04-06 17:16:44,3494166761,51109,161,719036341,303.0,61,4506
2016-04-06 17:16:44,3494212498,51109,161,719036341,303.0,59,4354
2016-04-06 17:16:44,719036242,33555,8000,3543553305,300.0,6,504
2016-04-06 17:16:44,719036341,0,0,613762170,300.0,11,352
2016-04-06 17:16:44,719036242,33556,8000,3543553305,299.996,6,504
2016-04-06 17:16:44,719036242,33557,8000,3543553305,299.996,6,504
2016-04-06 17:16:44,3509734242,64105,55991,719036116,299.996,110,15260
2016-04-06 17:16:44,3510151303,443,52002,719034779,299.9840000000001,12,1596
2016-04-06 17:16:44,719034779,52002,443,3510151303,299.98,10,400
2016-04-06 17:16:44,719035635,33619,22001,3681407740,301.936,32,1792
2016-04-06 17:16:44,719036116,34240,64105,3509756679,296.884,54,6252
2016-04-06 17:16:44,719035660,443,50330,627651416,300.86,185,35207
2016-04-06 17:16:44,719035635,49240,22001,1340999654,301.808,32,1792
2016-04-06 17:16:44,719036341,0,771,3496862671,302.8040000000001,55,5645
2016-04-06 17:16:44,719035635,59081,22001,3383718510,301.776,32,1792
2016-04-06 17:16:44,719035635,51469,22011,1056989395,302.764,33,1852
2016-04-06 17:16:44,719035635,49609,22011,3626934396,286.764,30,1680
2016-04-06 17:16:44,719035635,39225,22011,3383718510,302.756,32,1792
2016-04-06 17:16:44,719036116,63239,64105,3543806504,295.556,96,12688
2016-04-06 17:16:44,719035635,12033,22011,2233302390,302.32,33,1852
2016-04-06 17:16:44,719035635,34830,22001,2782107209,301.228,32,1792
2016-04-06 17:16:44,958989754,0,2048,719036146,302.224,33,3168
2016-04-06 17:16:44,719035635,12031,22001,2233302390,301.212,32,1792
2016-04-06 17:16:44,630232857,443,49665,719036106,305.204,194,75968
2016-04-06 17:16:44,719036116,58692,64105,3747616540,300.168,50,5796
2016-04-06 17:16:44,3747616540,64105,58692,719036116,300.156,148,20520
2016-04-06 17:16:44,719036231,443,58968,3117530817,301.156,15,6231
2016-04-06 17:16:44,719036266,443,58971,707532668,301.096,12,1272
2016-04-06 17:16:44,719035635,59996,22001,3681189030,302.068,32,1792
2016-04-06 17:16:44,719036266,443,17583,707532655,301.012,6,636
2016-04-06 17:16:45,3542939988,3389,49155,719035255,310.0,311,43851
